AREA,TAG,DIAMETER,CALC_NOTES,PID,ISO,STRESS,SUPPORT
023A1,023A1-021000-150-WE-10SS21-0007_01,4,unset,70,60,0,60
023A1,023A1-021601-200-AV-10SU21-0003_01,8,unset,50,30,0,60
023A1,023A1-021601-200-WSS-16SS21-0025_01,8,unset,70,30,60,60
023A1,023A1-021601-200-WSS-16SS21-0060_01,8,unset,70,30,60,60
023A1,023A1-021601-200-WSS-10SS21-0026_01,6,unset,70,60,60,60
023A1,023A1-021604-200-AV-10SU21-0001_01,6,unset,50,30,0,60
023A1,023A1-021604-200-WSS-10SS21-0002_01,8,unset,50,30,60,60
023A1,023A1-021604-150-WSS-10SS21-0003_01,6,unset,70,60,0,60
023A1,023A1-021601-100-WSS-16SS21-0044_01,6,unset,50,30,0,60
023A1,023A1-021601-150-AV-10SU21-0005_01,6,unset,50,30,0,60
023A1,023A1-021601-100-WSS-16SS21-0041_01,4,unset,50,30,0,60
023A1,023A1-021603-150-WSS-10SS21-0020_01,6,unset,70,60,0,60
023A1,023A1-021603-100-WSS-16SS21-0087_01,6,unset,70,30,0,85
023A1,023A1-021917-150-PW-10SS21-0002_01,6,unset,50,30,0,60
023A1,023A1-021903-150-SC-16CS22-0002-HC_01,6,unset,70,30,0,60
023A1,023A1-021403-250-WWG-10SS21-0001_01,8,unset,70,60,0,60
023A1,023A1-021601-100-AV-10SU21-0001_01,6,unset,70,60,0,60
023A1,023A1-021601-200-WSS-16SS21-0004_01,8,unset,70,60,60,60
023A1,023A1-021601-200-WSS-16SS21-0005_01,8,unset,70,60,60,60
023A1,023A1-021703-300-WX-10SS21-0041_01,14,unset,70,60,0,60
023A1,023A1-021703-150-WX-16SS21-0050-HC_01,6,unset,50,60,0,60
023A1,023A1-021000-250-WE-10SS21-0010_01,8,unset,70,60,0,60
023A1,023A1-021000-300-WE-10SS21-0009_01,16,unset,70,60,0,60
023A1,023A1-021000-100-AV-10SU21-0003_01,4,unset,70,60,0,60
023A1,023A1-021000-200-WE-16SS21-0011_01,8,unset,70,60,60,85
023A1,023A1-021916-50-SW1-10SS21-0008_01,2,unset,50,30,0,60
023A1,023A1-021916-100-SW1-10SS21-0001_01,3,unset,50,30,0,60
023A1,023A1-021916-40-AV-10SU21-0001_01,0,unset,50,30,0,60
023A1,023A1-021942-50-NA1-10SS21-0002_01,3,unset,50,60,0,60
023A1,023A1-021942-50-PC-10SS21-0001_01,4,unset,50,60,0,60
023A1,023A1-021917-250-PW-10SS21-0001_01,8,unset,50,30,0,60
023A1,023A1-021917-150-PW-10SS21-0008_01,6,unset,50,30,0,60
023A1,023A1-021604-250-PW-10SS21-0010_01,6,unset,70,60,0,60
023A1,023A1-021604-200-PW-10SS21-0011_01,6,unset,70,30,60,60
023A1,023A1-021601-150-WSS-16SS21-0033_01,6,unset,50,30,0,60
023A1,023A1-021601-150-WSS-10SS21-0034_01,4,unset,50,60,0,60
023A1,023A1-021604-150-PW-10SS21-0012_01,6,unset,70,30,0,60
023A1,023A1-021921-400-PNW-10SS21-0010_01,14,unset,70,60,0,60
023A1,023A1-021921-250-PNW-10SS21-0006_01,12,unset,70,60,60,60
